bam_file_list	VCF_ID	groups	altitud	species	Status	Longitude	Latitude
./bam/219_2:C7U03ANXX:7:250516123.sort.bam	PpNa194302_PpNa1943	LR<1960	982	Zea mays ssp. mays	Domesticated	-99.330802	18.290454
./bam/219_3:C7U03ANXX:7:250516131.sort.bam	PpNa194303_PpNa1943	LR<1960	982	Zea mays ssp. mays	Domesticated	-99.330802	18.290454
./bam/219_4:C7U03ANXX:7:250516139.sort.bam	PpNa194304_PpNa1943	LR<1960	982	Zea mays ssp. mays	Domesticated	-99.330802	18.290454
./bam/219_5:C7U03ANXX:7:250516147.sort.bam	PpNa194305_PpNa1943	LR<1960	982	Zea mays ssp. mays	Domesticated	-99.330802	18.290454
./bam/219_6:C7U03ANXX:7:250516155.sort.bam	PpNa194306_PpNa1943	LR<1960	982	Zea mays ssp. mays	Domesticated	-99.330802	18.290454
./bam/2235_1:C7U03ANXX:7:250516178.sort.bam	ChNa195806_ChNa1958	LR<1960	2247	Zea mays ssp. mays	Domesticated	-98.8833	19.25
./bam/2235_2:C7U03ANXX:7:250516186.sort.bam	ChNa195807_ChNa1958	LR<1960	2247	Zea mays ssp. mays	Domesticated	-98.8833	19.25
./bam/2235_3:C7U03ANXX:7:250516194.sort.bam	ChNa195808_ChNa1958	LR<1960	2247	Zea mays ssp. mays	Domesticated	-98.8833	19.25
./bam/2235_4:C7U03ANXX:7:250516107.sort.bam	ChNa195805_ChNa1958	LR<1960	2247	Zea mays ssp. mays	Domesticated	-98.8833	19.25
./bam/2235_5:C7U03ANXX:7:250516115.sort.bam	ChNa195809_ChNa1958	LR<1960	2247	Zea mays ssp. mays	Domesticated	-98.8833	19.25
./bam/313_1:C7U03ANXX:7:250516163.sort.bam	TbNa1946a1_TbNa1946a	LR<1960	870	Zea mays ssp. mays	Domesticated	-104.2	19.8
./bam/313_2:C7U03ANXX:7:250516171.sort.bam	TbNa1946a2_TbNa1946a	LR<1960	870	Zea mays ssp. mays	Domesticated	-104.2	19.8
./bam/313_3:C7U03ANXX:7:250516179.sort.bam	TbNa1946a3_TbNa1946a	LR<1960	870	Zea mays ssp. mays	Domesticated	-104.2	19.8
./bam/313_4:C7U03ANXX:7:250516187.sort.bam	TbNa1946a4_TbNa1946a	LR<1960	870	Zea mays ssp. mays	Domesticated	-104.2	19.8
./bam/313_5:C7U03ANXX:7:250516195.sort.bam	TbNa1946a5_TbNa1946a	LR<1960	870	Zea mays ssp. mays	Domesticated	-104.2	19.8
./bam/4191_1:C7U03ANXX:7:250516176.sort.bam	ZmNa19441b_ZmNa1944	LR<1960	1645	Zea mays ssp. mays	Domesticated	-101.95	20.1
./bam/4191_1:C7U03ANXX:7:250516191.sort.bam	ZmNa194402_ZmNa1944	LR<1960	1645	Zea mays ssp. mays	Domesticated	-101.95	20.1
./bam/4191_2:C7U03ANXX:7:250516184.sort.bam	SJTm200206_SJTm2002	Zmx>2000	1597	Zea mays ssp. mexicana	CWR	-102.3333333	20.41666667
./bam/438_6:C7U03ANXX:7:250516190.sort.bam	ZmTm200407_ZmTm2004	Zmx>2000	1916	Zea mays ssp. mexicana	CWR	-102.060833	20.078333
./bam/444_1:C7U03ANXX:7:250516136.sort.bam	MsTm200401_MsTm2004	Zmx>2000	2180	Zea mays ssp. mexicana	CWR	-101.4702778	20.03611111
./bam/444_2:C7U03ANXX:7:250516144.sort.bam	MsTm200402_MsTm2004	Zmx>2000	2180	Zea mays ssp. mexicana	CWR	-101.4702778	20.03611111
./bam/444_3:C7U03ANXX:7:250516152.sort.bam	MsTm200403_MsTm2004	Zmx>2000	2180	Zea mays ssp. mexicana	CWR	-101.4702778	20.03611111
./bam/444_4:C7U03ANXX:7:250516160.sort.bam	MsTm200404_MsTm2004	Zmx>2000	2180	Zea mays ssp. mexicana	CWR	-101.4702778	20.03611111
./bam/444_5:C7U03ANXX:7:250516168.sort.bam	MsTm200405_MsTm2004	Zmx>2000	2180	Zea mays ssp. mexicana	CWR	-101.4702778	20.03611111
./bam/457_1:C7U03ANXX:7:250516197.sort.bam	VaTp200301_VaTp2003	Zpr>2000	654	Zea mays ssp. parviglumis	CWR	-100.9161111	18.82055556
./bam/457_2:C7U03ANXX:7:250516110.sort.bam	VaTp200302_VaTp2003	Zpr>2000	654	Zea mays ssp. parviglumis	CWR	-100.9161111	18.82055556
./bam/457_3:C7U03ANXX:7:250516118.sort.bam	VaTp200303_VaTp2003	Zpr>2000	654	Zea mays ssp. parviglumis	CWR	-100.9161111	18.82055556
./bam/478_1:C7U03ANXX:7:250516130.sort.bam	ChNa200301_ChNa2003	LR>2000	2705	Zea mays ssp.  mays	Domesticated	-98.72694444	19.08277778
./bam/478_2:C7U03ANXX:7:250516138.sort.bam	ChNa200302_ChNa2003	LR>2000	2705	Zea mays ssp.  mays	Domesticated	-98.72694444	19.08277778
./bam/478_3:C7U03ANXX:7:250516146.sort.bam	ChNa200303_ChNa2003	LR>2000	2705	Zea mays ssp.  mays	Domesticated	-98.72694444	19.08277778
./bam/478_4:C7U03ANXX:7:250516154.sort.bam	ChNa200304_ChNa2003	LR>2000	2705	Zea mays ssp.  mays	Domesticated	-98.72694444	19.08277778
./bam/478_7:C7U03ANXX:7:250516162.sort.bam	ChNa200305_ChNa2003	LR>2000	2705	Zea mays ssp.  mays	Domesticated	-98.72694444	19.08277778
./bam/495_1:C7U03ANXX:7:250516108.sort.bam	PpTp2003b1_PpTp2003b	Zpr>2000	1890	Zea mays ssp. parviglumis	CWR	-99.78444444	18.50472222
./bam/495_2:C7U03ANXX:7:250516116.sort.bam	PpTp2003b2_PpTp2003b	Zpr>2000	1890	Zea mays ssp. parviglumis	CWR	-99.78444444	18.50472222
./bam/495_3:C7U03ANXX:7:250516156.sort.bam	PpTp2003b3_PpTp2003b	Zpr>2000	1890	Zea mays ssp. parviglumis	CWR	-99.78444444	18.50472222
./bam/495_4:C7U03ANXX:7:250516124.sort.bam	PpTp2003b4_PpTp2003b	Zpr>2000	1890	Zea mays ssp. parviglumis	CWR	-99.78444444	18.50472222
./bam/495_5:C7U03ANXX:7:250516140.sort.bam	PpTp2003b5_PpTp2003b	Zpr>2000	1890	Zea mays ssp. parviglumis	CWR	-99.78444444	18.50472222
./bam/495_6:C7U03ANXX:7:250516148.sort.bam	PpTp2003b6_PpTp2003b	Zpr>2000	1890	Zea mays ssp. parviglumis	CWR	-99.78444444	18.50472222
./bam/504_1:C7U03ANXX:7:250516198.sort.bam	PpTp2003a1_PpTp2003a	Zpr>2000	1173	Zea mays ssp. parviglumis	CWR	-99.19083333	18.24888889
./bam/504_2:C7U03ANXX:7:250516111.sort.bam	PpTp2003a2_PpTp2003a	Zpr>2000	1173	Zea mays ssp. parviglumis	CWR	-99.19083333	18.24888889
./bam/504_4:C7U03ANXX:7:250516119.sort.bam	PpTp2003a3_PpTp2003a	Zpr>2000	1173	Zea mays ssp. parviglumis	CWR	-99.19083333	18.24888889
./bam/508_1:C7U03ANXX:7:250516126.sort.bam	PpNa2003a1_PpNa2003a	LR>2000	1205	Zea mays ssp. mays	Domesticated	-99.19083333	18.24888889
./bam/508_2:C7U03ANXX:7:250516134.sort.bam	PpNa2003a2_PpNa2003a	LR>2000	1205	Zea mays ssp. mays	Domesticated	-99.19083333	18.24888889
./bam/508_3:C7U03ANXX:7:250516142.sort.bam	PpNa2003a3_PpNa2003a	LR>2000	1205	Zea mays ssp. mays	Domesticated	-99.19083333	18.24888889
./bam/508_4:C7U03ANXX:7:250516150.sort.bam	PpNa2003a4_PpNa2003a	LR>2000	1205	Zea mays ssp. mays	Domesticated	-99.19083333	18.24888889
./bam/508_5:C7U03ANXX:7:250516158.sort.bam	PpNa2003a5_PpNa2003a	LR>2000	1205	Zea mays ssp. mays	Domesticated	-99.19083333	18.24888889
./bam/521_1:C7U03ANXX:7:250516164.sort.bam	VaNa200301_VaNa2003	LR>2000	672	Zea mays ssp. mays	Domesticated	-100.9161111	18.82055556
./bam/521_2:C7U03ANXX:7:250516172.sort.bam	VaNa200302_VaNa2003	LR>2000	672	Zea mays ssp. mays	Domesticated	-100.9161111	18.82055556
./bam/521_3:C7U03ANXX:7:250516180.sort.bam	VaNa200303_VaNa2003	LR>2000	672	Zea mays ssp. mays	Domesticated	-100.9161111	18.82055556
./bam/521_4:C7U03ANXX:7:250516188.sort.bam	VaNa200304_VaNa2003	LR>2000	672	Zea mays ssp. mays	Domesticated	-100.9161111	18.82055556
./bam/521_5:C7U03ANXX:7:250516196.sort.bam	VaNa200305_VaNa2003	LR>2000	672	Zea mays ssp. mays	Domesticated	-100.9161111	18.82055556
./bam/561_2:C7U03ANXX:7:250516104.sort.bam	ZmNa200402_ZmNa2004	LR>2000	1910	Zea mays ssp. mays	Domesticated	-102.060833	20.078333
./bam/561_3:C7U03ANXX:7:250516112.sort.bam	ZmNa200403_ZmNa2004	LR>2000	1910	Zea mays ssp. mays	Domesticated	-102.060833	20.078333
./bam/561_5:C7U03ANXX:7:250516120.sort.bam	ZmNa200404_ZmNa2004	LR>2000	1910	Zea mays ssp. mays	Domesticated	-102.060833	20.078333
./bam/561_6:C7U03ANXX:7:250516128.sort.bam	ZmNa200405_ZmNa2004	LR>2000	1910	Zea mays ssp. mays	Domesticated	-102.060833	20.078333
./bam/563_1:C7U03ANXX:7:250516137.sort.bam	MsNa200401_MsNa2004	LR>2000	2180	Zea mays ssp. mays	Domesticated	-101.4702778	20.03611111
./bam/563_2:C7U03ANXX:7:250516145.sort.bam	MsNa200402_MsNa2004	LR>2000	2180	Zea mays ssp. mays	Domesticated	-101.4702778	20.03611111
./bam/563_3:C7U03ANXX:7:250516153.sort.bam	MsNa200403_MsNa2004	LR>2000	2180	Zea mays ssp. mays	Domesticated	-101.4702778	20.03611111
./bam/563_4:C7U03ANXX:7:250516161.sort.bam	MsNa200404_MsNa2004	LR>2000	2180	Zea mays ssp. mays	Domesticated	-101.4702778	20.03611111
./bam/563_5:C7U03ANXX:7:250516169.sort.bam	MsNa200405_MsNa2004	LR>2000	2180	Zea mays ssp. mays	Domesticated	-101.4702778	20.03611111
./bam/563_6:C7U03ANXX:7:250516177.sort.bam	MsNa200406_MsNa2004	LR>2000	2180	Zea mays ssp. mays	Domesticated	-101.4702778	20.03611111
./bam/AmTm2015_01:CABV0ANXX:1:508293.sort.bam	AmTp201501_AmTp2015	Zpr>2000	1678	Zea maysssp. parviglumis	CWR	-99.034083	18.982028
./bam/AmTm2015_02:CABV0ANXX:1:508370.sort.bam	AmTp20152b_AmTp2015	ZprAlo2000	1678	Zea maysssp. parviglumis	CWR	-99.034083	18.982028
./bam/AmTm2015_03:CABV0ANXX:1:508295.sort.bam	AmTp201503_AmTp2015	ZprAlo2000	1678	Zea maysssp. parviglumis	CWR	-99.034083	18.982028
./bam/AmTm2015_04:CABV0ANXX:1:508296.sort.bam	AmTp201504_AmTp2015	ZprAlo2000	1678	Zea maysssp. parviglumis	CWR	-99.034083	18.982028
./bam/AmTm2015_05:CABV0ANXX:1:508297.sort.bam	AmTp201505_AmTp2015	ZprAlo2000	1678	Zea maysssp. parviglumis	CWR	-99.034083	18.982028
./bam/BoH12015_01:CABV0ANXX:2:508479.sort.bam	BoH1201501_BoH12015	MV1	1280	Zea mays ssp. mays	Domesticated	-97.02734	16.32723
./bam/BoH12015_02:CABV0ANXX:2:508480.sort.bam	BoH1201502_BoH12015	MV1	1280	Zea mays ssp. mays	Domesticated	-97.02734	16.32723
./bam/BoH12015_03:CABV0ANXX:2:508481.sort.bam	BoH1201503_BoH12015	MV1	1280	Zea mays ssp. mays	Domesticated	-97.02734	16.32723
./bam/BoH12015_04:CABV0ANXX:2:508482.sort.bam	BoH1201504_BoH12015	MV1	1280	Zea mays ssp. mays	Domesticated	-97.02734	16.32723
./bam/BoH12015_05:CABV0ANXX:2:508483.sort.bam	BoH1201505_BoH12015	MV1	1280	Zea mays ssp. mays	Domesticated	-97.02734	16.32723
./bam/BoNa1943_01:CABV0ANXX:1:508312.sort.bam	BoNa194301_BoNa1943	LR<1960	1684	Zea mays ssp. mays	Domesticated	-96.78517	17.207304
./bam/BoNa1943_02:CABV0ANXX:1:508313.sort.bam	BoNa194302_BoNa1943	LR<1960	1684	Zea mays ssp. mays	Domesticated	-96.78517	17.207304
./bam/BoNa1943_03:CABV0ANXX:1:508314.sort.bam	BoNa194303_BoNa1943	LR<1960	1684	Zea mays ssp. mays	Domesticated	-96.78517	17.207304
./bam/BoNa1943_04:CABV0ANXX:1:508315.sort.bam	BoNa194304_BoNa1943	LR<1960	1684	Zea mays ssp. mays	Domesticated	-96.78517	17.207304
./bam/BoNa1943_05:CABV0ANXX:1:508316.sort.bam	BoNa194305_BoNa1943	LR<1960	1684	Zea mays ssp. mays	Domesticated	-96.78517	17.207304
./bam/BoNa1943_06:CABV0ANXX:1:508317.sort.bam	BoNa194306_BoNa1943	LR<1960	1684	Zea mays ssp. mays	Domesticated	-96.78517	17.207304
./bam/BoNa1970_01:CABV0ANXX:1:508371.sort.bam	BoNa197001_BoNa1970	LR>1960	1471	Zea mays ssp. mays	Domesticated	-96.73333333	16.46666667
./bam/BoNa1970_02:CABV0ANXX:1:508372.sort.bam	BoNa197002_BoNa1970	LR>1960	1471	Zea mays ssp. mays	Domesticated	-96.73333333	16.46666667
./bam/BoNa1970_03:CABV0ANXX:1:508373.sort.bam	BoNa197003_BoNa1970	LR>1960	1471	Zea mays ssp. mays	Domesticated	-96.73333333	16.46666667
./bam/BoNa1970_04:CABV0ANXX:1:508374.sort.bam	BoNa197004_BoNa1970	LR>1960	1471	Zea mays ssp. mays	Domesticated	-96.73333333	16.46666667
./bam/BoNa1970_05:CABV0ANXX:1:508375.sort.bam	BoNa197005_BoNa1970	LR>1960	1471	Zea mays ssp. mays	Domesticated	-96.73333333	16.46666667
./bam/BoNa2003_01:CABV0ANXX:1:508336.sort.bam	BoNa200301_BoNa2003	LR>2000	1320	Zea mays ssp. mays	Domesticated	-97.02194444	16.3236111
./bam/BoNa2003_02:CABV0ANXX:1:508337.sort.bam	BoNa200302_BoNa2003	LR>2000	1320	Zea mays ssp. mays	Domesticated	-97.02194444	16.3236111
./bam/BoNa2003_03:CABV0ANXX:1:508338.sort.bam	BoNa200303_BoNa2003	LR>2000	1320	Zea mays ssp. mays	Domesticated	-97.02194444	16.3236111
./bam/BoNa2003_04:CABV0ANXX:1:508339.sort.bam	BoNa200304_BoNa2003	LR>2000	1320	Zea mays ssp. mays	Domesticated	-97.02194444	16.3236111
./bam/BoNa2003_05_:CABV0ANXX:3:508566.sort.bam	BoNa20034a_BoNa2003	LR>2000	1320	Zea mays ssp. mays	Domesticated	-97.02194444	16.3236111
./bam/BoNa2003_05_:CABV0ANXX:3:508579.sort.bam	BoNa20034b_BoNa2003	LR>2000	1320	Zea mays ssp. mays	Domesticated	-97.02194444	16.3236111
./bam/BoNa2003_06_:CABV0ANXX:3:508580.sort.bam	BoNa200305_BoNa2003	LR>2000	1320	Zea mays ssp. mays	Domesticated	-97.02194444	16.3236111
./bam/BoNa2015_01:CABV0ANXX:2:508467.sort.bam	BoNa201501_BoNa2015	LR>2000	1280	Zea mays ssp. mays	Domesticated	-97.02734	16.32723
./bam/BoNa2015_02:CABV0ANXX:2:508468.sort.bam	BoNa201502_BoNa2015	LR>2000	1280	Zea mays ssp. mays	Domesticated	-97.02734	16.32723
./bam/BoNa2015_03:CABV0ANXX:2:508469.sort.bam	BoNa201503_BoNa2015	LR>2000	1280	Zea mays ssp. mays	Domesticated	-97.02734	16.32723
./bam/BoNa2015_04:CABV0ANXX:2:508470.sort.bam	BoNa201504_BoNa2015	LR>2000	1280	Zea mays ssp. mays	Domesticated	-97.02734	16.32723
./bam/BoNa2015_05:CABV0ANXX:2:508471.sort.bam	BoNa201505_BoNa2015	LR>2000	1280	Zea mays ssp. mays	Domesticated	-97.02734	16.32723
./bam/BoNa2015_06:CABV0ANXX:2:508473.sort.bam	BoNa201506_BoNa2015	LR>2000	1280	Zea mays ssp. mays	Domesticated	-97.02734	16.32723
./bam/BoNa2015_07:CABV0ANXX:2:508474.sort.bam	BoNa201507_BoNa2015	LR>2000	1129	Zea mays ssp. mays	Domesticated	-97.03871	16.32532
./bam/BoNa2015_08:CABV0ANXX:2:508475.sort.bam	BoNa201508_BoNa2015	LR>2000	1129	Zea mays ssp. mays	Domesticated	-97.03871	16.32532
./bam/BoNa2015_09:CABV0ANXX:2:508476.sort.bam	BoNa201509_BoNa2015	LR>2000	1129	Zea mays ssp. mays	Domesticated	-97.03871	16.32532
./bam/BoNa2015_10:CABV0ANXX:2:508477.sort.bam	BoNa201510_BoNa2015	LR>2000	1129	Zea mays ssp. mays	Domesticated	-97.03871	16.32532
./bam/BoNa2015_11:CABV0ANXX:2:508478.sort.bam	BoNa201511_BoNa2015	LR>2000	1129	Zea mays ssp. mays	Domesticated	-97.03871	16.32532
./bam/BoTN2015_01:CABV0ANXX:2:508484.sort.bam	BoTN201501_BoTN2015	TN	1280	Putative  maize-teosinte hybrid		-97.02734	16.32723
./bam/BoTN2015_02:CABV0ANXX:3:508485.sort.bam	BoTN201502_BoTN2015	TN	1280	Putative  maize-teosinte hybrid		-97.02734	16.32723
./bam/BoTN2015_03:CABV0ANXX:3:508532.sort.bam	BoTN20153b_BoTN2015	TN	1280	Putative  maize-teosinte hybrid		-97.02734	16.32723
./bam/BoTN2015_04:CABV0ANXX:3:508487.sort.bam	BoTN201504_BoTN2015	TN	1280	Putative  maize-teosinte hybrid		-97.02734	16.32723
./bam/BoTp1978_01:CABV0ANXX:2:508391.sort.bam	PpTp197801_PpTp1978	Zpr1980	1920	Zea mays ssp. parviglumis	CWR	-99.9	18.4
./bam/BoTp2003_01:CABV0ANXX:3:508512.sort.bam	BoTp200301_BoTp2003	Zpr>2000	1272	Zea mays ssp. parviglumis	CWR	-97.0325	16.3238889
./bam/BoTp2003_02:CABV0ANXX:3:508513.sort.bam	BoTp200302_BoTp2003	Zpr>2000	1272	Zea mays ssp. parviglumis	CWR	-97.0325	16.3238889
./bam/BoTp2003_03:CABV0ANXX:3:508514.sort.bam	BoTp200303_BoTp2003	Zpr>2000	1272	Zea mays ssp. parviglumis	CWR	-97.0325	16.3238889
./bam/BoTp2003_04:CABV0ANXX:3:508515.sort.bam	BoTp200304_BoTp2003	Zpr>2000	1272	Zea mays ssp. parviglumis	CWR	-97.0325	16.3238889
./bam/BoTp2003_05:CABV0ANXX:3:508516.sort.bam	BoTp200305_BoTp2003	Zpr>2000	1272	Zea mays ssp. parviglumis	CWR	-97.0325	16.3238889
./bam/BoTp2015_01:CABV0ANXX:2:508472.sort.bam	BoTp20151b_BoTp2015	Zpr>2000	1280	Zea mays ssp. parviglumis	CWR	-97.02734	16.32723
./bam/BoTp2015_01:CABV0ANXX:3:508488.sort.bam	BoTp201507_BoTp2015	Zpr>2000	1280	Zea mays ssp. parviglumis	CWR	-97.02734	16.32723
./bam/BoTp2015_02:CABV0ANXX:3:508489.sort.bam	BoTp201502_BoTp2015	Zpr>2000	1280	Zea mays ssp. parviglumis	CWR	-97.02734	16.32723
./bam/BoTp2015_03:CABV0ANXX:3:508490.sort.bam	BoTp201503_BoTp2015	Zpr>2000	1280	Zea mays ssp. parviglumis	CWR	-97.02734	16.32723
./bam/BoTp2015_04:CABV0ANXX:3:508491.sort.bam	BoTp201504_BoTp2015	Zpr>2000	1280	Zea mays ssp. parviglumis	CWR	-97.02734	16.32723
./bam/BoTp2015_05:CABV0ANXX:3:508492.sort.bam	BoTp201505_BoTp2015	Zpr>2000	1280	Zea mays ssp. parviglumis	CWR	-97.02734	16.32723
./bam/BoTp2015_06:CABV0ANXX:3:508493.sort.bam	BoTp201506_BoTp2015	Zpr>2000	1280	Zea mays ssp. parviglumis	CWR	-97.02734	16.32723
./bam/ChNa1958_01:CABV0ANXX:3:508574.sort.bam	ChNa195801_ChNa1958	LR<1960	2247	Zea mays ssp. mays	Domesticated	-98.8833	19.25
./bam/ChNa1958_02:CABV0ANXX:3:508575.sort.bam	ChNa195802_ChNa1958	LR<1960	2247	Zea mays ssp. mays	Domesticated	-98.8833	19.25
./bam/ChNa1958_03:CABV0ANXX:3:508576.sort.bam	ChNa195803_ChNa1958	LR<1960	2247	Zea mays ssp. mays	Domesticated	-98.8833	19.25
./bam/ChNa1958_04:CABV0ANXX:3:508577.sort.bam	ChNa195804_ChNa1958	LR<1960	2247	Zea mays ssp. mays	Domesticated	-98.8833	19.25
./bam/ChNa1972_01:CABV0ANXX:3:508524.sort.bam	ChNa197201_ChNa1972	LR>1960	2300	Zea mays ssp. mays	Domesticated	-98.79361	19.03917
./bam/ChNa1972_02:CABV0ANXX:3:508525.sort.bam	ChNa197202_ChNa1972	LR>1960	2300	Zea mays ssp. mays	Domesticated	-98.79361	19.03917
./bam/ChNa1972_03:CABV0ANXX:3:508526.sort.bam	ChNa197203_ChNa1972	LR>1960	2300	Zea mays ssp. mays	Domesticated	-98.79361	19.03917
./bam/ChNa2015_01:CABV0ANXX:2:508449.sort.bam	ChNa201501_ChNa2015	LR>2000	2702	Zea mays ssp. mays	Domesticated	-98.79361	19.03917
./bam/ChNa2015_02:CABV0ANXX:2:508450.sort.bam	ChNa201502_ChNa2015	LR>2000	2702	Zea mays ssp. mays	Domesticated	-98.7273	19.08338
./bam/ChNa2015_03:CABV0ANXX:2:508451.sort.bam	ChNa201503_ChNa2015	LR>2000	2702	Zea mays ssp. mays	Domesticated	-98.7273	19.08338
./bam/ChNa2015_04:CABV0ANXX:2:508452.sort.bam	ChNa201504_ChNa2015	LR>2000	2702	Zea mays ssp. mays	Domesticated	-98.7273	19.08338
./bam/ChNa2015_05:CABV0ANXX:2:508453.sort.bam	ChNa201505_ChNa2015	LR>2000	2702	Zea mays ssp. mays	Domesticated	-98.7273	19.08338
./bam/ChNa2015_06:CABV0ANXX:2:508454.sort.bam	ChNa201506_ChNa2015	LR>2000	2702	Zea mays ssp. mays	Domesticated	-98.7273	19.08338
./bam/ChNa2015_07:CABV0ANXX:2:508455.sort.bam	ChNa201507_ChNa2015	LR>2000	2702	Zea mays ssp. mays	Domesticated	-98.7273	19.08338
./bam/ChNa2015_08:CABV0ANXX:2:508456.sort.bam	ChNa201508_ChNa2015	LR>2000	2702	Zea mays ssp. mays	Domesticated	-98.7273	19.08338
./bam/ChTm1983_01:CABV0ANXX:3:508522.sort.bam	ChTm198401_ChTm1984	Zmx1980	2390	Zea mays ssp. mexicana	CWR	-98.76666667	19.13333333
./bam/ChTm1983_02:CABV0ANXX:3:508523.sort.bam	ChTm198402_ChTm1984	Zmx1980	2390	Zea mays ssp. mexicana	CWR	-98.76666667	19.13333333
./bam/ChTm1983_03:CABV0ANXX:3:508561.sort.bam	ChTm198403_ChTm1984	Zmx1980	2390	Zea mays ssp. mexicana	CWR	-98.76666667	19.13333333
./bam/ChTm2014_01:CABV0ANXX:2:508463.sort.bam	ChTm201401_ChTm2014	Zmx>2000	2522	Zea mays ssp. mexicana	CWR	-98.824167	19.0814833
./bam/ChTm2014_02:CABV0ANXX:2:508464.sort.bam	ChTm201402_ChTm2014	Zmx>2000	2522	Zea mays ssp. mexicana	CWR	-98.824167	19.0814833
./bam/ChTm2014_03:CABV0ANXX:2:508465.sort.bam	ChTm201403_ChTm2014	Zmx>2000	2522	Zea mays ssp. mexicana	CWR	-98.824167	19.0814833
./bam/ChTm2014_04:CABV0ANXX:2:508466.sort.bam	ChTm201404_ChTm2014	Zmx>2000	2522	Zea mays ssp. mexicana	CWR	-98.824167	19.0814833
./bam/ChTm2015_01:CABV0ANXX:2:508457.sort.bam	ChTm201501_ChTm2015	Zmx>2000	2522	Zea mays ssp. mexicana	CWR	-98.7273	19.08338
./bam/ChTm2015_02:CABV0ANXX:2:508458.sort.bam	ChTm201502_ChTm2015	Zmx>2000	2522	Zea mays ssp. mexicana	CWR	-98.7273	19.08338
./bam/ChTm2015_03:CABV0ANXX:2:508459.sort.bam	ChTm201503_ChTm2015	Zmx>2000	2522	Zea mays ssp. mexicana	CWR	-98.7273	19.08338
./bam/ChTm2015_04:CABV0ANXX:2:508460.sort.bam	ChTm201504_ChTm2015	Zmx>2000	2522	Zea mays ssp. mexicana	CWR	-98.7273	19.08338
./bam/ChTm2015_05:CABV0ANXX:2:508461.sort.bam	ChTm201505_ChTm2015	Zmx>2000	2522	Zea mays ssp. mexicana	CWR	-98.7273	19.08338
./bam/ChTm2015_06:CABV0ANXX:2:508462.sort.bam	ChTm201506_ChTm2015	Zmx>2000	2522	Zea mays ssp. mexicana	CWR	-98.7273	19.08338
